Sample	Study	Site	Country	Lat	Long	Year	ENA	All samples same individual	Population	% callable	QC pass	Exclusion reason	Is returning traveller
PH0797-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171636	PH0797-C	ESEA	90.0	True	Analysis_set	False
PH0800-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171655	PH0800-C	ESEA	88.17	True	Analysis_set	False
PH0801-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171637	PH0801-C	ESEA	81.11	True	Analysis_set	False
PH0802-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171638	PH0802-C	ESEA	89.9	True	Analysis_set	False
PH0805-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171639	PH0805-C	ESEA	72.21	True	Analysis_set	False
PH0807-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171640	PH0807-C	ESEA	74.08	True	Analysis_set	False
PH0810-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171641	PH0810-C	ESEA	80.36	True	Analysis_set	False
PH0811-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171642	PH0811-C	ESEA	81.64	True	Analysis_set	False
PH0813-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171643	PH0813-C	ESEA	81.76	True	Analysis_set	False
PH0815-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171644	PH0815-C	ESEA	90.2	True	Analysis_set	False
PH0877-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR216615	PH0877-C	ESEA	89.96	True	Analysis_set	False
PH0878-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR216616	PH0878-C	ESEA	89.91	True	Analysis_set	False
PH0879-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR216617	PH0879-C	ESEA	90.43	True	Analysis_set	False
PH0880-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR216618	PH0880-C	ESEA	90.18	True	Analysis_set	False
PH0882-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR216619	PH0882-C	ESEA	90.17	True	Analysis_set	False
PH0885-Cx	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR388797	PH0885-Cx	ESEA	76.52	True	Analysis_set	False
PH0933-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR234510	PH0933-C,PH0933-Cx	ESEA	90.13	True	Analysis_set	False
PH0935-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR234511	PH0935-C,PH0935-Cx	ESEA	90.54	True	Analysis_set	False
PH0936-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR234512	PH0936-C,PH0936-Cx	ESEA	88.71	True	Analysis_set	False
PH0937-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR234513	PH0937-C,PH0937-Cx	ESEA	87.63	True	Analysis_set	False
PH0938-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR234514	PH0938-C,PH0938-Cx	ESEA	81.91	True	Analysis_set	False
PH0939-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR234515	PH0939-C,PH0939-Cx	ESEA	87.27	True	Analysis_set	False
PH0940-Cx	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR388757	PH0940-Cx	ESEA	59.78	True	Analysis_set	False
PH0941-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR234516	PH0941-C,PH0941-Cx	ESEA	84.49	True	Analysis_set	False
PH0942-Cx	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR404182	PH0942-Cx	ESEA	57.65	True	Analysis_set	False
QE0392-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR175514	QE0392-C	ESEA	90.1	True	Analysis_set	False
QE0393-Cx	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR388787	QE0393-Cx	ESEA	89.91	True	Analysis_set	False
QE0395-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR180053	QE0395-C	ESEA	89.86	True	Analysis_set	False
QE0396-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR180080	QE0396-C	ESEA	90.63	True	Analysis_set	False
QE0397-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR175512	QE0397-C	ESEA	87.91	True	Analysis_set	False
QE0398-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR180076	QE0398-C	ESEA	89.6	True	Analysis_set	False
QE0399-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR175517	QE0399-C	ESEA	89.52	True	Analysis_set	False
QE0400-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR180058	QE0400-C	ESEA	90.05	True	Analysis_set	False
QE0401-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216494	QE0401-C	ESEA	90.32	True	Analysis_set	False
QE0402-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216495	QE0402-C	ESEA	90.69	True	Analysis_set	False
QE0403-Cx	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR404176	QE0403-Cx	ESEA	87.78	True	Analysis_set	False
QE0404-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216562	QE0404-C	ESEA	90.38	True	Analysis_set	False
QE0405-Cx	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR404175	QE0405-Cx	ESEA	87.89	True	Analysis_set	False
QE0407-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216630	QE0407-C	ESEA	87.05	True	Analysis_set	False
QE0408-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216496	QE0408-C	ESEA	90.63	True	Analysis_set	False
QE0409-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223050	QE0409-C	ESEA	90.5	True	Analysis_set	False
QE0410-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223051	QE0410-C	ESEA	88.4	True	Analysis_set	False
QE0411-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216497	QE0411-C	ESEA	90.09	True	Analysis_set	False
QE0412-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216498	QE0412-C	ESEA	90.42	True	Analysis_set	False
QE0413-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223052	QE0413-C	ESEA	90.65	True	Analysis_set	False
QE0414-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216499	QE0414-C	ESEA	90.31	True	Analysis_set	False
QE0415-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223053	QE0415-C	ESEA	90.44	True	Analysis_set	False
QE0416-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223054	QE0416-C	ESEA	90.65	True	Analysis_set	False
QE0417-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223055	QE0417-C	ESEA	90.09	True	Analysis_set	False
QE0418-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223056	QE0418-C	ESEA	90.11	True	Analysis_set	False
QE0419-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223057	QE0419-C	ESEA	89.49	True	Analysis_set	False
QE0420-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223058	QE0420-C	ESEA	90.54	True	Analysis_set	False
QE0421-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223059	QE0421-C	ESEA	90.88	True	Analysis_set	False
QE0422-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223060	QE0422-C	ESEA	90.67	True	Analysis_set	False
QE0423-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216631	QE0423-C	ESEA	88.02	True	Analysis_set	False
QE0424-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223061	QE0424-C	ESEA	90.25	True	Analysis_set	False
QE0425-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216500	QE0425-C	ESEA	90.44	True	Analysis_set	False
QE0426-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216632	QE0426-C	ESEA	81.82	True	Analysis_set	False
QE0427-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216633	QE0427-C	ESEA	88.53	True	Analysis_set	False
QE0428-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216634	QE0428-C	ESEA	86.02	True	Analysis_set	False
QE0429-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223074	QE0429-C	ESEA	89.89	True	Analysis_set	False
QE0430-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223075	QE0430-C	ESEA	90.19	True	Analysis_set	False
QE0431-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223076	QE0431-C	ESEA	90.12	True	Analysis_set	False
QE0432-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216635	QE0432-C	ESEA	84.69	True	Analysis_set	False
QE0433-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216636	QE0433-C	ESEA	88.68	True	Analysis_set	False
QE0434-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223077	QE0434-C	ESEA	90.14	True	Analysis_set	False
QE0435-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223078	QE0435-C	ESEA	90.74	True	Analysis_set	False
QE0436-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223079	QE0436-C	ESEA	90.34	True	Analysis_set	False
QE0437-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223080	QE0437-C	ESEA	89.62	True	Analysis_set	False
QE0438-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223081	QE0438-C	ESEA	90.2	True	Analysis_set	False
QE0439-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223082	QE0439-C	ESEA	90.59	True	Analysis_set	False
QE0440-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223083	QE0440-C	ESEA	90.26	True	Analysis_set	False
QE0441-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223084	QE0441-C	ESEA	90.75	True	Analysis_set	False
QE0442-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR223085	QE0442-C	ESEA	90.45	True	Analysis_set	False
QE0443-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216563	QE0443-C	ESEA	90.33	True	Analysis_set	False
QE0444-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216564	QE0444-C	ESEA	90.22	True	Analysis_set	False
QE0445-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216565	QE0445-C	ESEA	90.82	True	Analysis_set	False
QE0446-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216566	QE0446-C	ESEA	90.82	True	Analysis_set	False
QE0447-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216567	QE0447-C	ESEA	90.04	True	Analysis_set	False
QE0448-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216568	QE0448-C	ESEA	90.22	True	Analysis_set	False
QE0449-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216637	QE0449-C	ESEA	81.28	True	Analysis_set	False
QE0451-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216569	QE0451-C	ESEA	90.17	True	Analysis_set	False
QE0452-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216570	QE0452-C	ESEA	90.48	True	Analysis_set	False
QE0453-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216571	QE0453-C	ESEA	90.67	True	Analysis_set	False
QE0454-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216572	QE0454-C	ESEA	90.26	True	Analysis_set	False
QE0455-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216573	QE0455-C	ESEA	90.23	True	Analysis_set	False
QE0456-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216638	QE0456-C	ESEA	89.43	True	Analysis_set	False
QE0457-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216574	QE0457-C	ESEA	90.38	True	Analysis_set	False
QE0458-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216639	QE0458-C	ESEA	80.24	True	Analysis_set	False
QE0459-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221476	QE0459-C	ESEA	88.23	True	Analysis_set	False
QE0460-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221477	QE0460-C	ESEA	90.3	True	Analysis_set	False
QE0461-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216501	QE0461-C	ESEA	90.29	True	Analysis_set	False
QE0463-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221478	QE0463-C	ESEA	90.27	True	Analysis_set	False
QE0464-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221479	QE0464-C	ESEA	90.19	True	Analysis_set	False
QE0465-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221480	QE0465-C	ESEA	90.31	True	Analysis_set	False
QE0466-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221481	QE0466-C	ESEA	90.33	True	Analysis_set	False
QE0467-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221482	QE0467-C	ESEA	90.55	True	Analysis_set	False
QE0468-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221483	QE0468-C	ESEA	90.14	True	Analysis_set	False
QE0469-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221484	QE0469-C	ESEA	90.32	True	Analysis_set	False
QE0470-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216640	QE0470-C	ESEA	86.43	True	Analysis_set	False
QE0471-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221485	QE0471-C	ESEA	90.33	True	Analysis_set	False
QE0472-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216641	QE0472-C	ESEA	87.22	True	Analysis_set	False
QE0474-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216642	QE0474-C	ESEA	84.64	True	Analysis_set	False
QE0475-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221487	QE0475-C	ESEA	90.19	True	Analysis_set	False
QE0476-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR221488	QE0476-C	ESEA	90.21	True	Analysis_set	False
QE0478-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR426024	QE0478-C	ESEA	89.73	True	Analysis_set	False
QE0479-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR426025	QE0479-C	ESEA	89.86	True	Analysis_set	False
QE0481-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR426027	QE0481-C	ESEA	79.65	True	Analysis_set	False
QE0483-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR404255	QE0483-C	ESEA	76.0	True	Analysis_set	False
